,cnLibCat,ecoCat
673,C962,社会人文科学研究与试验发展
674,C913.6,社会人文科学研究与试验发展
675,C96,社会人文科学研究与试验发展
676,C913.6,社会人文科学研究与试验发展
677,"[G434, C975]","[公共软件服务, 其他教育]"
678,"[F241.2, C975]",社会人文科学研究与试验发展
679,C913.69,社会人文科学研究与试验发展
680,"[TK227, C975, TP319]","[专用仪器仪表制造, 公共软件服务]"
681,C961,社会人文科学研究与试验发展
682,C931.4,基础研究
683,C96,社会人文科学研究与试验发展
684,C975,高等教育
685,"[C913.6, C913.7]",社会人文科学研究与试验发展
686,C96,基础研究
687,C913.6,休闲健身娱乐活动
688,C975,其他教育
689,"[D632.8, C931.6]","[公共软件服务, 国家行政机构]"
690,"[G64, C961]","[高等教育, 社会人文科学研究与试验发展]"
691,C203,"[社会人文科学研究与试验发展, 公共软件服务]"
692,C961,其他教育
693,C913,社会人文科学研究与试验发展
694,C961,社会人文科学研究与试验发展
695,"[C916, TP315]",社会人文科学研究与试验发展
696,C913.6,社会人文科学研究与试验发展
697,C812,公共软件服务
698,C912.6,社会人文科学研究与试验发展
699,"[C962, D630.3]",社会人文科学研究与试验发展
700,C913.7,社会人文科学研究与试验发展
701,C975,"[社会人文科学研究与试验发展, 其他教育]"
702,C961,社会人文科学研究与试验发展
703,C913.31,社会人文科学研究与试验发展
704,C961,社会人文科学研究与试验发展
705,C93,基础研究
706,C912.8,基础研究
707,"[C961, F241.4]",社会人文科学研究与试验发展
708,"[C975, TP391.9]","[专用仪器仪表制造, 公共软件服务]"
709,"[C962, TP319]",公共软件服务
710,"[R169, C975]","[计划生育技术服务活动, 其他教育]"
711,C962,社会人文科学研究与试验发展
712,C924.25,社会人文科学研究与试验发展
713,C961,社会人文科学研究与试验发展
714,C961,社会人文科学研究与试验发展
715,C913.6,社会人文科学研究与试验发展
716,C931,基础研究
717,"[R2, C961]",社会人文科学研究与试验发展
718,C913,软科学
719,C913.13,医学研究与试验发展
720,C962,社会人文科学研究与试验发展
721,C961,社会人文科学研究与试验发展
722,C931.4,公共软件服务
723,C961,社会人文科学研究与试验发展
724,"[C96, F127]",社会人文科学研究与试验发展
725,C961,社会人文科学研究与试验发展
726,C961,"[社会人文科学研究与试验发展, 高等教育]"
727,C961,社会人文科学研究与试验发展
728,"[TP317.1, C931.4]",公共软件服务
729,C931.4,公共软件服务
730,"[TP399, C916]",公共软件服务
731,C812,社会人文科学研究与试验发展
732,C961,社会人文科学研究与试验发展
733,C96,社会人文科学研究与试验发展
734,C913,医学研究与试验发展
735,C961,社会人文科学研究与试验发展
736,"[S27, C975]",其他教育
737,"[C975, TP183]",社会人文科学研究与试验发展
738,C913.7,社会人文科学研究与试验发展
739,C96,基础研究
740,C975,社会人文科学研究与试验发展
741,C912.1,社会人文科学研究与试验发展
742,"[C975, TP315]",公共软件服务
743,"[G434, C975]",社会人文科学研究与试验发展
744,C934,社会人文科学研究与试验发展
745,C96,基础研究
746,C913,基础研究
747,C931.9,公共软件服务
748,C961,社会人文科学研究与试验发展
749,C975,社会人文科学研究与试验发展
750,C913.6,基础研究
751,"[C932.6, C936]",社会人文科学研究与试验发展
752,"[C931.6, P208]",公共软件服务
753,C913.6,社会人文科学研究与试验发展
754,C962,社会人文科学研究与试验发展
755,C924.24,基础研究
756,C913.6,基础研究
757,C961,社会人文科学研究与试验发展
758,C935,基础研究
759,C961,社会人文科学研究与试验发展
760,C964.2,基础研究
761,"[C961, U41, U44]",社会人文科学研究与试验发展
762,"[C962, F272.92]",社会人文科学研究与试验发展
763,C961,社会人文科学研究与试验发展
764,"[G451, C961]",高等教育
765,C961,"[社会人文科学研究与试验发展, 高等教育]"
766,"[C962, F272.92]",社会人文科学研究与试验发展
767,C913.69,基础研究
768,C96,社会人文科学研究与试验发展
769,C96,社会人文科学研究与试验发展
770,C975,社会人文科学研究与试验发展
771,C964.2,基础研究
772,"[C961, U41, U44]",社会人文科学研究与试验发展
773,C913.6,基础研究
774,C931.4,公共软件服务
775,C935,基础研究
776,"[C975, TP319]",公共软件服务
777,"[C81, G322.7]",社会人文科学研究与试验发展
778,"[C975, TP391.9]","[公共软件服务, 其他教育]"
779,"[B849, C91]",社会人文科学研究与试验发展
780,"[C975, TP391.9]",专用仪器仪表制造
781,"[C962, TP315, TP393]",公共软件服务
782,"[C975, TP391.9]",专用仪器仪表制造
783,C93-03,社会人文科学研究与试验发展
784,"[TP391.9, TM734, C975]","[公共软件服务, 其他教育]"
785,C81,自然科学研究与试验发展
786,C961,社会人文科学研究与试验发展
787,C912.8,社会人文科学研究与试验发展
788,"[C975, TP391.9]","[公共软件服务, 其他教育]"
789,C962,社会人文科学研究与试验发展
790,"[C975, TP391.9]",专用仪器仪表制造
791,C962,社会人文科学研究与试验发展
792,C932.6,咨询与调查
793,"[C975, TP319]",公共软件服务
794,"[G322.7, C96]",社会人文科学研究与试验发展
795,"[C975, TP391.9, TM63]","[公共软件服务, 其他教育]"
796,C916,社会人文科学研究与试验发展
797,C961,社会人文科学研究与试验发展
798,C933,基础研究
799,"[C8, P62]","[社会人文科学研究与试验发展, 地质勘查技术服务]"
800,"[C961, G434, TP391.9]","[其他教育, 公共软件服务]"
801,C931.4,公共软件服务
802,"[C962, TP315]",公共软件服务
803,C961,社会人文科学研究与试验发展
804,"[C975, U279, TP391.9]","[公共软件服务, 铁路运输设备制造]"
805,"[C975, TM08]","[公共软件服务, 其他教育]"
806,C931.3,其他教育
807,C962,社会人文科学研究与试验发展
808,"[C8, TB1]","[社会人文科学研究与试验发展, 自然科学研究与试验发展]"
809,"[G40, C975]",社会人文科学研究与试验发展
810,C961,社会人文科学研究与试验发展
811,C931,社会人文科学研究与试验发展
812,C961,社会人文科学研究与试验发展
813,C939,社会人文科学研究与试验发展
814,"[F27, C91]",社会人文科学研究与试验发展
815,C961,社会人文科学研究与试验发展
816,C921,基础研究
817,C931,基础研究
818,C975,社会人文科学研究与试验发展
819,C924.24,社会人文科学研究与试验发展
820,C93,社会人文科学研究与试验发展
821,C924.2,社会人文科学研究与试验发展
822,"[C975, F323.6]",社会人文科学研究与试验发展
823,C912,社会人文科学研究与试验发展
824,C962,社会人文科学研究与试验发展
825,C932.6,咨询与调查
826,"[C81, G322.7]",社会人文科学研究与试验发展
827,"[C962, TP315, TP393]",公共软件服务
828,"[C975, F323.6]",社会人文科学研究与试验发展
829,C931,基础研究
830,C921,基础研究
831,"[C975, S126, TP319]","[公共软件服务, 农业服务业]"
832,"[G316, C961]",社会人文科学研究与试验发展
833,"[B849, C91]",社会人文科学研究与试验发展
834,"[P62, C92]","[地质勘查技术服务, 社会人文科学研究与试验发展]"
835,C931,社会人文科学研究与试验发展
836,C961,社会人文科学研究与试验发展
837,"[F253.9, C975, TP319]","[公共软件服务, 其他教育]"
838,C975,社会人文科学研究与试验发展
839,"[G7, C96]","[其他教育, 社会人文科学研究与试验发展]"
840,"[C975, TP391.9]",专用仪器仪表制造
841,"[B849, C91]",社会人文科学研究与试验发展
842,C81,自然科学研究与试验发展
843,"[TP391.9, TM734, C975]","[公共软件服务, 其他教育]"
844,"[C975, TP391.9]","[公共软件服务, 其他教育]"
845,"[C931.4, TP319]",公共软件服务
846,C961,社会人文科学研究与试验发展
847,"[C8, P62]","[社会人文科学研究与试验发展, 地质勘查技术服务]"
848,C961,社会人文科学研究与试验发展
849,"[C975, TP315]","[公共软件服务, 其他教育]"
850,C23,社会人文科学研究与试验发展
851,"[C975, TP391.9]","[公共软件服务, 专用仪器仪表制造]"
852,"[F323.6, C96]",社会人文科学研究与试验发展
853,"[C931.4, TP319]",公共软件服务
854,C93-03,社会人文科学研究与试验发展
855,C81,自然科学研究与试验发展
856,C931,社会人文科学研究与试验发展
857,"[F124, C961]",社会人文科学研究与试验发展
858,"[C975, TP391.9]","[专用仪器仪表制造, 公共软件服务]"
859,C934,社会人文科学研究与试验发展
860,C961,社会人文科学研究与试验发展
861,"[C975, TP391.9, TM63]","[公共软件服务, 其他教育]"
862,"[TV212.3, C931]",社会人文科学研究与试验发展
863,C922,社会人文科学研究与试验发展
864,"[G434, C961]","[社会人文科学研究与试验发展, 其他教育]"
865,C975,基础研究
866,"[C961, TM]",社会人文科学研究与试验发展
867,C975,社会人文科学研究与试验发展
868,C962,社会人文科学研究与试验发展
869,C962,社会人文科学研究与试验发展
870,"[C962, TP315]",公共软件服务
871,"[G31, C91]","[自然科学研究与试验发展, 社会人文科学研究与试验发展]"
872,C961,社会人文科学研究与试验发展
873,"[C96, F42]",社会人文科学研究与试验发展
874,C975,基础研究
875,C962,社会人文科学研究与试验发展
876,C970,社会人文科学研究与试验发展
877,C32,社会人文科学研究与试验发展
878,"[C916, C961]",社会人文科学研究与试验发展
879,"[F530.6, C962]",社会人文科学研究与试验发展
880,"[F304.6, C961, C975]",社会人文科学研究与试验发展
881,"[C962, F272.92]",社会人文科学研究与试验发展
882,C913.31,软科学
883,C975,社会人文科学研究与试验发展
884,"[C931.9, TP315]",公共软件服务
885,"[F291, C931.3]",社会人文科学研究与试验发展
886,C961,社会人文科学研究与试验发展
887,"[C923, TP315]","[公共软件服务, 计划生育技术服务活动]"
888,"[F276.44, C311]",软科学
889,"[G316, C964]",社会人文科学研究与试验发展
890,C961,基础研究
891,"[F530.6, C962]",社会人文科学研究与试验发展
892,C916,基础研究
893,C931.2,社会人文科学研究与试验发展
894,"[S828, C975]","[其他教育, 农业服务业]"
895,"[C1, C39]",社会人文科学研究与试验发展
896,"[G358.7, C932.6]",社会人文科学研究与试验发展
897,"[F304.6, C961, C975]",社会人文科学研究与试验发展
898,"[C962, TP317]",公共软件服务
899,"[R195, C921]",医学研究与试验发展
900,"[F291, C931.3]",社会人文科学研究与试验发展
901,"[F832.4, C931.6]",基础研究
902,"[C819, TP315]",公共软件服务
903,C931.1,社会人文科学研究与试验发展
904,C962,社会人文科学研究与试验发展
905,C931.6,公共软件服务
906,"[C81, O212]",社会人文科学研究与试验发展
907,C962,基础研究
908,"[C934, TP319, TU719]",社会人文科学研究与试验发展
909,C916,社会福利业
910,C963,社会人文科学研究与试验发展
911,"[TP274.2, C923]","[通用仪器仪表制造, 社会人文科学研究与试验发展]"
912,C961,社会人文科学研究与试验发展
913,"[C915, C913.4]",社会人文科学研究与试验发展
914,C961,基础研究
915,"[F326.37, C975]","[社会人文科学研究与试验发展, 其他教育]"
916,C961,基础研究
917,"[G642.0, C961]",社会人文科学研究与试验发展
918,"[G647.23, C962]",社会人文科学研究与试验发展
919,"[F29, C912.81]",社会人文科学研究与试验发展
920,C916,社会福利业
921,C975,基础研究
922,"[C924.25, R169.1, TP315]",公共软件服务
923,"[N4, C812]",社会人文科学研究与试验发展
924,C916,基础研究
925,"[TP316, C931.4]",公共软件服务
926,"[D035.2, C933.1]",社会人文科学研究与试验发展
927,C913.6,社会人文科学研究与试验发展
928,"[TP319, F407.21, C931.6]",公共软件服务
929,"[TP317.1, C931.4]",应用技术
930,"[C931, F830.9]",社会人文科学研究与试验发展
931,"[G725, C961]",社会人文科学研究与试验发展
932,C916,社会福利业
933,C934,基础研究
934,C913.7,基础研究
935,"[TP316.9, C931.4]",公共软件服务
936,C913.31,软科学
937,C975,社会人文科学研究与试验发展
938,"[C4, N4, U469.1]","[其它科技服务, 汽车制造]"
939,"[C931.9, TP315]",公共软件服务
940,"[C962, F272.92]",社会人文科学研究与试验发展
941,"[C931.6, F127]",社会人文科学研究与试验发展
942,C975,基础研究
943,C924.2,社会人文科学研究与试验发展
944,"[C932, F270.7]","[社会人文科学研究与试验发展, 企业管理服务]"
945,C924.2,基础研究
946,"[TP319, C931.6]",公共软件服务
947,C916,基础研究
948,C912,社会人文科学研究与试验发展
949,"[F427, F406.15, C96]",社会人文科学研究与试验发展
950,C931.9,公共软件服务
951,"[TP319, C916]","[公共软件服务, 社会人文科学研究与试验发展]"
952,C913.7,基础研究
953,"[F270.7, C931.9]",公共软件服务
954,"[C961, TP249]",社会人文科学研究与试验发展
955,"[C931.6, TP273, F407.22]",公共软件服务
956,C975,基础研究
957,"[R195.4, C921, TP392]","[疾病预防控制及防疫活动, 公共软件服务]"
958,"[C975, TP274.53]","[技术检测, 电力供应]"
959,"[TP311.1, C931.6]","[公共软件服务, 国家行政机构]"
960,"[TM734, TP391.9, C961]","[公共软件服务, 其他教育]"
